연번,검증인정서번호,기업명,공장명,모델명,검증코드,출력(W),탄소배출량,검증방법,검증인정서발급일,검증인정서만료일
1364,2023-1364,한솔에너지온,한솔에너지온 오창공장,HS500WE-GHD50,HS500WE-GHD50_609.62kgCO2,500,609.62,표준배출계수,2023-06-30,2026-06-29
1365,2023-1365,한솔에너지온,한솔에너지온 오창공장,HS495WE-GHD50,HS495WE-GHD50_615.78kgCO2,495,615.78,표준배출계수,2023-06-30,2026-06-29
1366,2023-1366,한솔에너지온,한솔에너지온 오창공장,HS490WE-GHD50,HS490WE-GHD50_622.06kgCO2,490,622.06,표준배출계수,2023-06-30,2026-06-29
1367,2023-1367,한솔에너지온,한솔에너지온 오창공장,HS555XD-XHE,HS555XD-XHE_689.96kgCO2,555,689.96,표준배출계수,2023-06-30,2026-06-29
1368,2023-1368,한솔에너지온,한솔에너지온 오창공장,HS550XD-XHE,HS550XD-XHE_696.23kgCO2,550,696.23,표준배출계수,2023-06-30,2026-06-29
1369,2023-1369,한솔에너지온,한솔에너지온 오창공장,HS545XD-XHE,HS545XD-XHE_702.62kgCO2,545,702.62,표준배출계수,2023-06-30,2026-06-29
1370,2023-1370,한솔에너지온,한솔에너지온 오창공장,HS505WE-GHD50,HS505WE-GHD50_602.77kgCO2,505,602.77,표준배출계수,2023-06-30,2026-06-29
1371,2023-1371,한솔에너지온,한솔에너지온 오창공장,HS500WE-GHD50,HS500WE-GHD50_608.80kgCO2,500,608.8,표준배출계수,2023-06-30,2026-06-29
1372,2023-1372,한솔에너지온,한솔에너지온 오창공장,HS495WE-GHD50,HS495WE-GHD50_614.95kgCO2,495,614.95,표준배출계수,2023-06-30,2026-06-29
1373,2023-1373,한솔에너지온,한솔에너지온 오창공장,HS490WE-GHD50,HS490WE-GHD50_621.23kgCO2,490,621.23,표준배출계수,2023-06-30,2026-06-29
1374,2023-1374,한솔에너지온,한솔에너지온 오창공장,HS505WE-GHD50,HS505WE-GHD50_603.58kgCO2,505,603.58,표준배출계수,2023-06-30,2026-06-29
1375,2023-1375,한솔에너지온,한솔에너지온 오창공장,HS500WE-GHD50,HS500WE-GHD50_609.62kgCO2,500,609.62,표준배출계수,2023-06-30,2026-06-29
1376,2023-1376,한솔에너지온,한솔에너지온 오창공장,HS495WE-GHD50,HS495WE-GHD50_615.78kgCO2,495,615.78,표준배출계수,2023-06-30,2026-06-29
1377,2023-1377,한솔에너지온,한솔에너지온 오창공장,HS490WE-GHD50,HS490WE-GHD50_622.06kgCO2,490,622.06,표준배출계수,2023-06-30,2026-06-29
1378,2023-1378,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G10.7/BFG KR1 480,Q.PEAK DUO XL-G10.7/BFG KR1 480_631.01kgCO2,480,631.01,표준배출계수,2023-06-30,2026-06-29
1379,2023-1379,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G10.7/BFG KR1 485,Q.PEAK DUO XL-G10.7/BFG KR1 485_624.50kgCO2,485,624.5,표준배출계수,2023-06-30,2026-06-29
1380,2023-1380,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G10.7/BFG KR1 490,Q.PEAK DUO XL-G10.7/BFG KR1 490_618.13kgCO2,490,618.13,표준배출계수,2023-06-30,2026-06-29
1381,2023-1381,한화솔루션(주),음성 제2사업장,Q.PEAK DUO XL-G10.7/BFG KR1 495,Q.PEAK DUO XL-G10.7/BFG KR1 495_611.89kgCO2,495,611.89,표준배출계수,2023-06-30,2026-06-29
1382,2023-1382,에이치디현대에너지솔루션(주),음성공장,HiS-S585OJ-ET,HiS-S585OJ-ET_684.72kgCO2,585,684.72,표준배출계수,2023-06-30,2026-06-29
1383,2023-1383,에이치디현대에너지솔루션(주),음성공장,HiS-S590OJ-ET,HiS-S590OJ-ET_678.92kgCO2,590,678.92,표준배출계수,2023-06-30,2026-06-29
1384,2023-1384,에이치디현대에너지솔루션(주),음성공장,HiS-S595OJ-ET,HiS-S595OJ-ET_673.22kgCO2,595,673.22,표준배출계수,2023-06-30,2026-06-29
1385,2023-1385,에이치디현대에너지솔루션(주),음성공장,HiS-S600OJ-ET,HiS-S600OJ-ET_667.61kgCO2,600,667.61,표준배출계수,2023-06-30,2026-06-29
1386,2023-1386,에이치디현대에너지솔루션(주),음성공장,HiS-S580OJ-OT,HiS-S580OJ-OT_614.70kgCO2,580,614.7,표준배출계수,2023-06-30,2026-06-29
1387,2023-1387,에이치디현대에너지솔루션(주),음성공장,HiS-S585OJ-OT,HiS-S585OJ-OT_609.44kgCO2,585,609.44,표준배출계수,2023-06-30,2026-06-29
1388,2023-1388,에이치디현대에너지솔루션(주),음성공장,HiS-S590OJ-OT,HiS-S590OJ-OT_604.28kgCO2,590,604.28,표준배출계수,2023-06-30,2026-06-29
1389,2023-1389,에이치디현대에너지솔루션(주),음성공장,HiS-S595OJ-OT,HiS-S595OJ-OT_599.20kgCO2,595,599.2,표준배출계수,2023-06-30,2026-06-29
1390,2023-1390,에이치디현대에너지솔루션(주),음성공장,HiS-S600OJ-OT,HiS-S600OJ-OT_594.21kgCO2,600,594.21,표준배출계수,2023-06-30,2026-06-29
1391,2023-1391,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-EN,HiS-S485YJ-EN_627.54kgCO2,485,627.54,표준배출계수,2023-06-30,2026-06-29
1392,2023-1392,에이치디현대에너지솔루션(주),음성공장,HiS-S490YJ-EN,HiS-S490YJ-EN_621.13kgCO2,490,621.13,표준배출계수,2023-06-30,2026-06-29
1393,2023-1393,에이치디현대에너지솔루션(주),음성공장,HiS-S495YJ-EN,HiS-S495YJ-EN_614.86kgCO2,495,614.86,표준배출계수,2023-06-30,2026-06-29
1394,2023-1394,에이치디현대에너지솔루션(주),음성공장,HiS-S500YJ-EN,HiS-S500YJ-EN_608.71kgCO2,500,608.71,표준배출계수,2023-06-30,2026-06-29
1395,2023-1395,에스디피브이(주),강진공장,SPM540-HBB-A1,SPM540-HBB-A1_686.82kgCO2,540,686.82,표준배출계수,2023-06-30,2026-06-29
1396,2023-1396,에스디피브이(주),강진공장,SPM545-HBB-A1,SPM545-HBB-A1_680.51kgCO2,545,680.51,표준배출계수,2023-06-30,2026-06-29
1397,2023-1397,에스디피브이(주),강진공장,SPM550-HBB-A1,SPM550-HBB-A1_674.33kgCO2,550,674.33,표준배출계수,2023-06-30,2026-06-29
1398,2023-1398,에스디피브이(주),강진공장,SPM555-HBB-A1,SPM555-HBB-A1_668.25kgCO2,555,668.25,표준배출계수,2023-06-30,2026-06-29
1399,2023-1399,에스디엔(주),광주첨단공장,SdFm600-HBA-A1,SdFm600-HBA-A1_689.03kgCO2,600,689.03,표준배출계수,2023-06-30,2026-06-29
1400,2023-1400,에스디엔(주),광주첨단공장,SdFm595-HBA-A1,SdFm595-HBA-A1_694.82kgCO2,595,694.82,표준배출계수,2023-06-30,2026-06-29
1401,2023-1401,에스디엔(주),광주첨단공장,SdFm590-HBA-A1,SdFm590-HBA-A1_700.71kgCO2,590,700.71,표준배출계수,2023-06-30,2026-06-29
1402,2023-1402,(주)에스에너지,(주)에스에너지 대전공장,SL65-72BGJ-540S,SL65-72BGJ-540S_630.90kgCO2,540,630.9,표준배출계수,2023-08-31,2026-08-30
1403,2023-1403,(주)에스에너지,(주)에스에너지 대전공장,SL65-72BGJ-545S,SL65-72BGJ-545S_625.11kgCO2,545,625.11,표준배출계수,2023-08-31,2026-08-30
1404,2023-1404,(주)에스에너지,(주)에스에너지 대전공장,SL65-72BGJ-550S,SL65-72BGJ-550S_619.43kgCO2,550,619.43,표준배출계수,2023-08-31,2026-08-30
1405,2023-1405,(주)에스에너지,(주)에스에너지 대전공장,SL65-72BGJ-540S,SL65-72BGJ-540S_614.32kgCO2,540,614.32,표준배출계수,2023-08-31,2026-08-30
1406,2023-1406,(주)에스에너지,(주)에스에너지 대전공장,SL65-72BGJ-545S,SL65-72BGJ-545S_608.68kgCO2,545,608.68,표준배출계수,2023-08-31,2026-08-30
1407,2023-1407,(주)에스에너지,(주)에스에너지 대전공장,SL65-72BGJ-550S,SL65-72BGJ-550S_603.15kgCO2,550,603.15,표준배출계수,2023-08-31,2026-08-30
1408,2023-1408,(주)에스에너지,(주)에스에너지 대전공장,SL45-78BGI-475S,SL45-78BGI-475S_637.21kgCO2,475,637.21,표준배출계수,2023-08-31,2026-08-30
1409,2023-1409,(주)에스에너지,(주)에스에너지 대전공장,SL45-78BGI-480S,SL45-78BGI-480S_630.57kgCO2,480,630.57,표준배출계수,2023-08-31,2026-08-30
1410,2023-1410,(주)에스에너지,(주)에스에너지 대전공장,SL45-78BGI-485S,SL45-78BGI-485S_624.07kgCO2,485,624.07,표준배출계수,2023-08-31,2026-08-30
1411,2023-1411,(주)에스에너지,(주)에스에너지 대전공장,SL65-78BGJ-580S,SL65-78BGJ-580S_630.68kgCO2,580,630.68,표준배출계수,2023-08-31,2026-08-30
1412,2023-1412,(주)에스에너지,(주)에스에너지 대전공장,SL65-78BGJ-585S,SL65-78BGJ-585S_625.29kgCO2,585,625.29,표준배출계수,2023-08-31,2026-08-30
1413,2023-1413,(주)에스에너지,(주)에스에너지 대전공장,SL65-78BGJ-590S,SL65-78BGJ-590S_619.99kgCO2,590,619.99,표준배출계수,2023-08-31,2026-08-30
1414,2023-1414,(주)에스에너지,(주)에스에너지 대전공장,SL65-78BGJ-595S,SL65-78BGJ-595S_614.78kgCO2,595,614.78,표준배출계수,2023-08-31,2026-08-30
1415,2023-1415,(주)에스에너지,(주)에스에너지 대전공장,SL65-78BGJ-600S,SL65-78BGJ-600S_609.65kgCO2,600,609.65,표준배출계수,2023-08-31,2026-08-30
1416,2023-1416,(주)에스에너지,(주)에스에너지 대전공장,SL65-78BGJ-580S,SL65-78BGJ-580S_647.40kgCO2,580,647.4,표준배출계수,2023-08-31,2026-08-30
1417,2023-1417,(주)에스에너지,(주)에스에너지 대전공장,SL65-78BGJ-585S,SL65-78BGJ-585S_641.87kgCO2,585,641.87,표준배출계수,2023-08-31,2026-08-30
1418,2023-1418,(주)에스에너지,(주)에스에너지 대전공장,SL65-78BGJ-590S,SL65-78BGJ-590S_636.43kgCO2,590,636.43,표준배출계수,2023-08-31,2026-08-30
1419,2023-1419,(주)에스에너지,(주)에스에너지 대전공장,SL65-78BGJ-595S,SL65-78BGJ-595S_631.08kgCO2,595,631.08,표준배출계수,2023-08-31,2026-08-30
1420,2023-1420,(주)에스에너지,(주)에스에너지 대전공장,SL65-78BGJ-600S,SL65-78BGJ-600S_625.82kgCO2,600,625.82,표준배출계수,2023-08-31,2026-08-30
1421,2023-1421,(주)에스에너지,(주)에스에너지 대전공장,SL45-72BGI-445S,SL45-72BGI-445S_629.73kgCO2,445,629.73,표준배출계수,2023-08-31,2026-08-30
1422,2023-1422,(주)에스에너지,(주)에스에너지 대전공장,SL45-72BGI-450S,SL45-72BGI-450S_622.73kgCO2,450,622.73,표준배출계수,2023-08-31,2026-08-30
1423,2023-1423,(주)에스에너지,(주)에스에너지 대전공장,SL45-72BGI-455S,SL45-72BGI-455S_615.89kgCO2,455,615.89,표준배출계수,2023-08-31,2026-08-30
1424,2023-1424,(주)에스에너지,(주)에스에너지 대전공장,SL45-72BGI-445S,SL45-72BGI-445S_629.73kgCO2,445,629.73,표준배출계수,2023-08-31,2026-08-30
1425,2023-1425,(주)에스에너지,(주)에스에너지 대전공장,SL45-72BGI-450S,SL45-72BGI-450S_622.73kgCO2,450,622.73,표준배출계수,2023-08-31,2026-08-30
1426,2023-1426,(주)에스에너지,(주)에스에너지 대전공장,SL45-72BGI-455S,SL45-72BGI-455S_615.89kgCO2,455,615.89,표준배출계수,2023-08-31,2026-08-30
1427,2023-1427,(주)에스에너지,(주)에스에너지 대전공장,SE65-72BGJ-535S,SE65-72BGJ-535S_626.42kgCO2,535,626.42,표준배출계수,2023-08-31,2026-08-30
1428,2023-1428,(주)에스에너지,(주)에스에너지 대전공장,SE65-72BGJ-540S,SE65-72BGJ-540S_620.62kgCO2,540,620.62,표준배출계수,2023-08-31,2026-08-30
1429,2023-1429,(주)에스에너지,(주)에스에너지 대전공장,SE65-72BGJ-545S,SE65-72BGJ-545S_614.92kgCO2,545,614.92,표준배출계수,2023-08-31,2026-08-30
1430,2023-1430,(주)에스에너지,(주)에스에너지 대전공장,SE65-72BGJ-550S,SE65-72BGJ-550S_609.33kgCO2,550,609.33,표준배출계수,2023-08-31,2026-08-30
1431,2023-1431,(주)에스에너지,(주)에스에너지 대전공장,SE65-72BGJ-535S,SE65-72BGJ-535S_686.32kgCO2,535,686.32,표준배출계수,2023-08-31,2026-08-30
1432,2023-1432,(주)에스에너지,(주)에스에너지 대전공장,SE65-72BGJ-540S,SE65-72BGJ-540S_679.96kgCO2,540,679.96,표준배출계수,2023-08-31,2026-08-30
1433,2023-1433,(주)에스에너지,(주)에스에너지 대전공장,SE65-72BGJ-545S,SE65-72BGJ-545S_673.72kgCO2,545,673.72,표준배출계수,2023-08-31,2026-08-30
1434,2023-1434,(주)에스에너지,(주)에스에너지 대전공장,SE65-72BGJ-550S,SE65-72BGJ-550S_667.60kgCO2,550,667.6,표준배출계수,2023-08-31,2026-08-30
1435,2023-1435,(주)에스에너지,(주)에스에너지 대전공장,SE65-72BGJ-535S,SE65-72BGJ-535S_686.32kgCO2,535,686.32,표준배출계수,2023-08-31,2026-08-30
1436,2023-1436,(주)에스에너지,(주)에스에너지 대전공장,SE65-72BGJ-540S,SE65-72BGJ-540S_679.96kgCO2,540,679.96,표준배출계수,2023-08-31,2026-08-30
1437,2023-1437,(주)에스에너지,(주)에스에너지 대전공장,SE65-72BGJ-545S,SE65-72BGJ-545S_673.72kgCO2,545,673.72,표준배출계수,2023-08-31,2026-08-30
1438,2023-1438,(주)에스에너지,(주)에스에너지 대전공장,SE65-72BGJ-550S,SE65-72BGJ-550S_667.60kgCO2,550,667.6,표준배출계수,2023-08-31,2026-08-30
1439,2023-1439,에이치디현대에너지솔루션(주),음성공장,HiS-S585OJ-ET,HiS-S585OJ-ET_684.72kgCO2,585,684.72,표준배출계수,2023-08-31,2026-08-30
1440,2023-1440,에이치디현대에너지솔루션(주),음성공장,HiS-S590OJ-ET,HiS-S590OJ-ET_678.92kgCO2,590,678.92,표준배출계수,2023-08-31,2026-08-30
1441,2023-1441,에이치디현대에너지솔루션(주),음성공장,HiS-S595OJ-ET,HiS-S595OJ-ET_673.22kgCO2,595,673.22,표준배출계수,2023-08-31,2026-08-30
1442,2023-1442,에이치디현대에너지솔루션(주),음성공장,HiS-S600OJ-ET,HiS-S600OJ-ET_667.61kgCO2,600,667.61,표준배출계수,2023-08-31,2026-08-30
1443,2023-1443,에이치디현대에너지솔루션(주),음성공장,HiS-S580OJ-OT,HiS-S580OJ-OT_674.75kgCO2,580,674.75,표준배출계수,2023-08-31,2026-08-30
1444,2023-1444,에이치디현대에너지솔루션(주),음성공장,HiS-S585OJ-OT,HiS-S585OJ-OT_668.99kgCO2,585,668.99,표준배출계수,2023-08-31,2026-08-30
1445,2023-1445,에이치디현대에너지솔루션(주),음성공장,HiS-S590OJ-OT,HiS-S590OJ-OT_663.32kgCO2,590,663.32,표준배출계수,2023-08-31,2026-08-30
1446,2023-1446,에이치디현대에너지솔루션(주),음성공장,HiS-S595OJ-OT,HiS-S595OJ-OT_657.74kgCO2,595,657.74,표준배출계수,2023-08-31,2026-08-30
1447,2023-1447,에이치디현대에너지솔루션(주),음성공장,HiS-S600OJ-OT,HiS-S600OJ-OT_652.26kgCO2,600,652.26,표준배출계수,2023-08-31,2026-08-30
1448,2023-1448,에이치디현대에너지솔루션(주),음성공장,HiS-S580UJ-OT	,HiS-S580UJ-OT	_696.44kgCO2,580,696.44,표준배출계수,2023-08-31,2026-08-30
1449,2023-1449,에이치디현대에너지솔루션(주),음성공장,HiS-S585UJ-OT	,HiS-S585UJ-OT	_690.49kgCO2,585,690.49,표준배출계수,2023-08-31,2026-08-30
1450,2023-1450,에이치디현대에너지솔루션(주),음성공장,HiS-S590UJ-OT,HiS-S590UJ-OT_684.64kgCO2,590,684.64,표준배출계수,2023-08-31,2026-08-30
1451,2023-1451,에이치디현대에너지솔루션(주),음성공장,HiS-S595UJ-OT,HiS-S595UJ-OT_678.88kgCO2,595,678.88,표준배출계수,2023-08-31,2026-08-30
1452,2023-1452,에이치디현대에너지솔루션(주),음성공장,HiS-S600UJ-OT,HiS-S600UJ-OT_673.23kgCO2,600,673.23,표준배출계수,2023-08-31,2026-08-30
1453,2023-1453,에이치디현대에너지솔루션(주),음성공장,HiS-S480YJ-ON	,HiS-S480YJ-ON	_698.43kgCO2,480,698.43,표준배출계수,2023-08-31,2026-08-30
1454,2023-1454,에이치디현대에너지솔루션(주),음성공장,HiS-S485YJ-ON	,HiS-S485YJ-ON	_691.23kgCO2,485,691.23,표준배출계수,2023-08-31,2026-08-30
1455,2023-1455,에이치디현대에너지솔루션(주),음성공장,HiS-S490YJ-ON,HiS-S490YJ-ON_684.17kgCO2,490,684.17,표준배출계수,2023-08-31,2026-08-30
1456,2023-1456,에이치디현대에너지솔루션(주),음성공장,HiS-S495YJ-ON,HiS-S495YJ-ON_677.26kgCO2,495,677.26,표준배출계수,2023-08-31,2026-08-30
1457,2023-1457,에이치디현대에너지솔루션(주),음성공장,HiS-S500YJ-ON,HiS-S500YJ-ON_670.49kgCO2,500,670.49,표준배출계수,2023-08-31,2026-08-30
1458,2023-1458,한솔에너지온,한솔에너지온 오창공장,HS505WE-GHD50,HS505WE-GHD50_679.12kgCO2,505,679.12,표준배출계수,2023-08-31,2026-08-30
1459,2023-1459,한솔에너지온,한솔에너지온 오창공장,HS500WE-GHD50,HS500WE-GHD50_685.91kgCO2,500,685.91,표준배출계수,2023-08-31,2026-08-30
1460,2023-1460,한솔에너지온,한솔에너지온 오창공장,HS495WE-GHD50,HS495WE-GHD50_692.84kgCO2,495,692.84,표준배출계수,2023-08-31,2026-08-30
1461,2023-1461,한솔에너지온,한솔에너지온 오창공장,HS505WE-GHD50,HS505WE-GHD50_679.95kgCO2,505,679.95,표준배출계수,2023-08-31,2026-08-30
1462,2023-1462,한솔에너지온,한솔에너지온 오창공장,HS500WE-GHD50,HS500WE-GHD50_686.74kgCO2,500,686.74,표준배출계수,2023-08-31,2026-08-30
1463,2023-1463,한솔에너지온,한솔에너지온 오창공장,HS495WE-GHD50,HS495WE-GHD50_693.68kgCO2,495,693.68,표준배출계수,2023-08-31,2026-08-30
1464,2023-1464,한솔에너지온,한솔에너지온 오창공장,HS505WE-GHD50,HS505WE-GHD50_679.12kgCO2,505,679.12,표준배출계수,2023-08-31,2026-08-30
1465,2023-1465,한솔에너지온,한솔에너지온 오창공장,HS500WE-GHD50,HS500WE-GHD50_685.91kgCO2,500,685.91,표준배출계수,2023-08-31,2026-08-30
1466,2023-1466,한솔에너지온,한솔에너지온 오창공장,HS495WE-GHD50,HS495WE-GHD50_692.84kgCO2,495,692.84,표준배출계수,2023-08-31,2026-08-30
1467,2023-1467,한솔에너지온,한솔에너지온 오창공장,HS505WE-GHD50,HS505WE-GHD50_679.95kgCO2,505,679.95,표준배출계수,2023-08-31,2026-08-30
1468,2023-1468,한솔에너지온,한솔에너지온 오창공장,HS500WE-GHD50,HS500WE-GHD50_686.74kgCO2,500,686.74,표준배출계수,2023-08-31,2026-08-30
1469,2023-1469,한솔에너지온,한솔에너지온 오창공장,HS495WE-GHD50,HS495WE-GHD50_693.68kgCO2,495,693.68,표준배출계수,2023-08-31,2026-08-30
1470,2023-1470,한솔에너지온,한솔에너지온 오창공장,HS550XD-GHE10,HS550XD-GHE10_609.98kgCO2,550,609.98,표준배출계수,2023-08-31,2026-08-30
1471,2023-1471,한솔에너지온,한솔에너지온 오창공장,HS545XD-GHE10,HS545XD-GHE10_615.58kgCO2,545,615.58,표준배출계수,2023-08-31,2026-08-30
1472,2023-1472,한솔에너지온,한솔에너지온 오창공장,HS540XD-GHE10,HS540XD-GHE10_621.28kgCO2,540,621.28,표준배출계수,2023-08-31,2026-08-30
1473,2023-1473,한솔에너지온,한솔에너지온 오창공장,HS550XD-GHE10,HS550XD-GHE10_609.28kgCO2,550,609.28,표준배출계수,2023-08-31,2026-08-30
1474,2023-1474,한솔에너지온,한솔에너지온 오창공장,HS540XD-GHE10,HS540XD-GHE10_620.56kgCO2,540,620.56,표준배출계수,2023-08-31,2026-08-30
1475,2023-1475,한솔에너지온,한솔에너지온 오창공장,HS545XD-GHE10,HS545XD-GHE10_614.87kgCO2,545,614.87,표준배출계수,2023-08-31,2026-08-30
1476,2023-1476,한솔에너지온,한솔에너지온 오창공장,HS550XD-GHE10,HS550XD-GHE10_609.28kgCO2,550,609.28,표준배출계수,2023-08-31,2026-08-30
1477,2023-1477,한솔에너지온,한솔에너지온 오창공장,HS545XD-GHE10,HS545XD-GHE10_614.87kgCO2,545,614.87,표준배출계수,2023-08-31,2026-08-30
1478,2023-1478,한솔에너지온,한솔에너지온 오창공장,HS540XD-GHE10,HS540XD-GHE10_620.56kgCO2,540,620.56,표준배출계수,2023-08-31,2026-08-30
1479,2023-1479,한솔에너지온,한솔에너지온 오창공장,HS550XD-GHE10,HS550XD-GHE10_609.98kgCO2,550,609.98,표준배출계수,2023-08-31,2026-08-30
1480,2023-1480,한솔에너지온,한솔에너지온 오창공장,HS545XD-GHE10,HS545XD-GHE10_615.58kgCO2,545,615.58,표준배출계수,2023-08-31,2026-08-30
1481,2023-1481,한솔에너지온,한솔에너지온 오창공장,HS540XD-GHE10,HS540XD-GHE10_621.28kgCO2,540,621.28,표준배출계수,2023-08-31,2026-08-30
1482,2023-1482,한솔에너지온,한솔에너지온 오창공장,HS550XD-GHE10,HS550XD-GHE10_687.22kgCO2,550,687.22,표준배출계수,2023-08-31,2026-08-30
1483,2023-1483,한솔에너지온,한솔에너지온 오창공장,HS545XD-GHE10,HS545XD-GHE10_693.52kgCO2,545,693.52,표준배출계수,2023-08-31,2026-08-30
1484,2023-1484,한솔에너지온,한솔에너지온 오창공장,HS540XD-GHE10,HS540XD-GHE10_699.94kgCO2,540,699.94,표준배출계수,2023-08-31,2026-08-30
1485,2023-1485,한솔에너지온,한솔에너지온 오창공장,HS550XD-GHE10,HS550XD-GHE10_687.92kgCO2,550,687.92,표준배출계수,2023-08-31,2026-08-30
1486,2023-1486,한솔에너지온,한솔에너지온 오창공장,HS545XD-GHE10,HS545XD-GHE10_694.23kgCO2,545,694.23,표준배출계수,2023-08-31,2026-08-30
1487,2023-1487,한솔에너지온,한솔에너지온 오창공장,HS540XD-GHE10,HS540XD-GHE10_700.66kgCO2,540,700.66,표준배출계수,2023-08-31,2026-08-30
1488,2023-1488,한솔에너지온,한솔에너지온 오창공장,HS550XD-GHE10,HS550XD-GHE10_687.22kgCO2,550,687.22,표준배출계수,2023-08-31,2026-08-30
1489,2023-1489,한솔에너지온,한솔에너지온 오창공장,HS545XD-GHE10,HS545XD-GHE10_693.52kgCO2,545,693.52,표준배출계수,2023-08-31,2026-08-30
1490,2023-1490,한솔에너지온,한솔에너지온 오창공장,HS540XD-GHE10,HS540XD-GHE10_699.94kgCO2,540,699.94,표준배출계수,2023-08-31,2026-08-30
1491,2023-1491,한솔에너지온,한솔에너지온 오창공장,HS550XD-GHE10,HS550XD-GHE10_687.92kgCO2,550,687.92,표준배출계수,2023-08-31,2026-08-30
1492,2023-1492,한솔에너지온,한솔에너지온 오창공장,HS545XD-GHE10,HS545XD-GHE10_694.23kgCO2,545,694.23,표준배출계수,2023-08-31,2026-08-30
1493,2023-1493,한솔에너지온,한솔에너지온 오창공장,HS540XD-GHE10,HS540XD-GHE10_700.66kgCO2,540,700.66,표준배출계수,2023-08-31,2026-08-30
1494,2023-1494,한솔에너지온,한솔에너지온 오창공장,HS550XD-GHE10,HS550XD-GHE10_667.55kgCO2,550,667.55,표준배출계수,2023-08-31,2026-08-30
1495,2023-1495,한솔에너지온,한솔에너지온 오창공장,HS545XD-GHE10,HS545XD-GHE10_673.67kgCO2,545,673.67,표준배출계수,2023-08-31,2026-08-30
1496,2023-1496,한솔에너지온,한솔에너지온 오창공장,HS540XD-GHE10,HS540XD-GHE10_679.91kgCO2,540,679.91,표준배출계수,2023-08-31,2026-08-30
1497,2023-1497,한솔에너지온,한솔에너지온 오창공장,HS550XD-GHE10,HS550XD-GHE10_668.25kgCO2,550,668.25,표준배출계수,2023-08-31,2026-08-30
1498,2023-1498,한솔에너지온,한솔에너지온 오창공장,HS545XD-GHE10,HS545XD-GHE10_674.38kgCO2,545,674.38,표준배출계수,2023-08-31,2026-08-30
1499,2023-1499,한솔에너지온,한솔에너지온 오창공장,HS540XD-GHE10,HS540XD-GHE10_680.62kgCO2,540,680.62,표준배출계수,2023-08-31,2026-08-30
1500,2023-1500,(주)신성이엔지,김제공장,SS-DM540BH,SS-DM540BH_719.01kgCO2,540,719.01,표준배출계수,2023-08-31,2025-08-22
1501,2023-1501,(주)신성이엔지,김제공장,SS-DM545BH,SS-DM545BH_712.41kgCO2,545,712.41,표준배출계수,2023-08-31,2025-08-22
1502,2023-1502,캐나디안솔라 코리아 유한회사 ,"Canadian Solar Manufacturing (Thailand) Co., Ltd.",CS7N-660MB-AG-1,CS7N-660MB-AG-1_667.70kgCO2,660,667.7,표준배출계수,2023-08-31,2026-08-30
1503,2023-1503,(주)네오테크,"LONGi Solar Technology (Jiaxing) Co., Ltd.",LR5-72HIBD-550W,LR5-72HIBD-550W_709.43kgCO2,550,709.43,표준배출계수,2023-11-09,2026-11-08
1504,2023-1504,(주)네오테크,"LONGi Solar Technology (Jiaxing) Co., Ltd.",LR5-72HIBD-540M,LR5-72HIBD-540M_722.57kgCO2,540,722.57,표준배출계수,2023-11-09,2026-11-08
1505,2023-1505,(주)네오테크,"LONGi Solar Technology (Jiaxing) Co., Ltd.",LR5-72HIBD-545M,LR5-72HIBD-545M_715.94kgCO2,545,715.94,표준배출계수,2023-11-09,2026-11-08
1506,2023-1506,(주)네오테크,"LONGi Solar Technology (Jiaxing) Co., Ltd.",LR5-72HIBD-555M,LR5-72HIBD-555M_703.04kgCO2,555,703.04,표준배출계수,2023-11-09,2026-11-08
1507,2023-1507,에스디엔(주),광주첨단공장,Sdm605-HBA-A1,Sdm605-HBA-A1_662.42kgCO2,605,662.42,표준배출계수,2023-11-09,2026-11-08
1508,2023-1508,에이치디현대에너지솔루션(주),음성공장,HiS-S590OJ-ETH,HiS-S590OJ-ETH_674.41kgCO2,590,674.41,표준배출계수,2023-11-09,2026-11-08
1509,2023-1509,에이치디현대에너지솔루션(주),음성공장,HiS-S595OJ-ETH,HiS-S595OJ-ETH_668.74kgCO2,595,668.74,표준배출계수,2023-11-09,2026-11-08
1510,2023-1510,한솔에너지온,한솔에너지온 오창공장,HS590XE-GHE10,HS590XE-GHE10_614.32kgCO2,590,614.32,표준배출계수,2023-11-09,2026-11-08
1511,2023-1511,한솔에너지온,한솔에너지온 오창공장,HS595XE-GHE10,HS595XE-GHE10_609.15kgCO2,595,609.15,표준배출계수,2023-11-09,2026-11-08
1512,2023-1512,한솔에너지온,한솔에너지온 오창공장,HS600XE-GHE10,HS600XE-GHE10_604.08kgCO2,600,604.08,표준배출계수,2023-11-09,2026-11-08
1513,2023-1513,한솔에너지온,한솔에너지온 오창공장,HS590XE-GHE10,HS590XE-GHE10_673.35kgCO2,590,673.35,표준배출계수,2023-11-09,2026-11-08
1514,2023-1514,한솔에너지온,한솔에너지온 오창공장,HS595XE-GHE10,HS595XE-GHE10_667.70kgCO2,595,667.7,표준배출계수,2023-11-09,2026-11-08
1515,2023-1515,한솔에너지온,한솔에너지온 오창공장,HS600XE-GHE10,HS600XE-GHE10_662.13kgCO2,600,662.13,표준배출계수,2023-11-09,2026-11-08
